,File,Subject,Time,Date,Message,SessionNum,PhaseNum,Trial,TrialStart,TrialTime,RawTrialTime,LRSoffset,Closest Ticks,Angle
89,REX_20251026084543.txt,Rex,187.059999235906,2025-10-26,Miss,1,2,13,184.191999099683,2.868000136223003,2.868000136223003,0.0,2.588000122923006,2.364639631737363
90,REX_20251026084543.txt,Rex,187.407999252435,2025-10-26,Hit,1,2,13,184.191999099683,3.2160001527520024,3.2160001527520024,0.0,3.3320001582620193,-0.9796364188627761
91,REX_20251026084543.txt,Rex,187.851999273524,2025-10-26,Miss,1,2,13,184.191999099683,3.660000173841013,3.660000173841013,0.0,3.3320001582620193,2.7700064257448225
92,REX_20251026084543.txt,Rex,188.283999294043,2025-10-26,Hit,1,2,13,184.191999099683,4.0920001943600255,4.0920001943600255,0.0,4.076000193600009,0.13439968571556415
93,REX_20251026084543.txt,Rex,188.703999313992,2025-10-26,Miss,1,2,13,184.191999099683,4.512000214309012,4.512000214309012,0.0,4.824000229128018,-2.6207938714425194
94,REX_20251026084543.txt,Rex,189.075999331661,2025-10-26,Hit,1,2,13,184.191999099683,4.884000231978007,4.884000231978007,0.0,4.824000229128018,0.5067084925157603
95,REX_20251026084543.txt,Rex,189.495999351609,2025-10-26,Miss,1,2,13,184.191999099683,5.3040002519259986,5.3040002519259986,0.0,5.568000264466008,-2.229517367069825
96,REX_20251026084543.txt,Rex,189.975999374408,2025-10-26,Safe,1,2,13,184.191999099683,5.7840002747250026,5.7840002747250026,0.0,5.568000264466008,1.8241505730485763
97,REX_20251026084543.txt,Rex,190.431999396067,2025-10-26,Hit,1,2,13,184.191999099683,6.240000296384011,6.240000296384011,0.0,6.312000299803998,-0.6080501910189123
98,REX_20251026084543.txt,Rex,191.355999439955,2025-10-26,Hit,1,2,13,184.191999099683,7.164000340272025,7.164000340272025,0.0,7.056000335142016,0.91120265617412
99,REX_20251026084543.txt,Rex,203.11999921361,2025-10-26,Hit,1,2,14,202.595999188721,0.5240000248889771,0.5240000248889771,0.0,0.4560000216589799,0.5864316619347207
100,REX_20251026084543.txt,Rex,203.719999242108,2025-10-26,Hit,1,2,14,202.595999188721,1.1240000533869932,1.1240000533869932,0.0,1.1845702011293433,-0.5223566281906986
101,REX_20251026084543.txt,Rex,214.679999053013,2025-10-26,Miss,1,2,15,213.879999015015,0.8000000379980179,0.8000000379980179,0.0,1.1200000531970034,-2.7024452934093075
102,REX_20251026084543.txt,Rex,215.339999084361,2025-10-26,Miss,1,2,15,213.879999015015,1.460000069346023,1.460000069346023,0.0,1.1200000531970034,2.871348124248105
103,REX_20251026084543.txt,Rex,215.7239991026,2025-10-26,Hit,1,2,15,213.879999015015,1.844000087585016,1.844000087585016,0.0,1.8640000885350219,-0.16890283083866034
104,REX_20251026084543.txt,Rex,216.239999127109,2025-10-26,Miss,1,2,15,213.879999015015,2.3600001120940135,2.3600001120940135,0.0,2.6120001240630017,-2.1167950500095922
105,REX_20251026084543.txt,Rex,216.575999143068,2025-10-26,Hit,1,2,15,213.879999015015,2.696000128053015,2.696000128053015,0.0,2.6120001240630017,0.7284147291267067
106,REX_20251026084543.txt,Rex,217.115999168716,2025-10-26,Hit,1,2,15,213.879999015015,3.2360001537010135,3.2360001537010135,0.0,3.3365703033423806,-0.8721044622564333
107,REX_20251026084543.txt,Rex,224.763999029063,2025-10-26,Safe,1,2,16,224.315999007784,0.4480000212790003,0.4480000212790003,0.0,0.25200001196898825,1.6463961500141093
108,REX_20251026084543.txt,Rex,225.123999046162,2025-10-26,Safe,1,2,16,224.315999007784,0.8080000383779975,0.8080000383779975,0.0,1.0000000474969966,-1.612796228576743
109,REX_20251026084543.txt,Rex,225.77199907694,2025-10-26,Miss,1,2,16,224.315999007784,1.4560000691560049,1.4560000691560049,0.0,1.7440000828349866,-2.4322007640674888
110,REX_20251026084543.txt,Rex,226.107999092899,2025-10-26,Hit,1,2,16,224.315999007784,1.7920000851150064,1.7920000851150064,0.0,1.7440000828349866,0.41395176136587264
111,REX_20251026084543.txt,Rex,226.779999124818,2025-10-26,Hit,1,2,16,224.315999007784,2.4640001170340042,2.4640001170340042,0.0,2.47257026230535,-0.07390888670252664
112,REX_20251026084543.txt,Rex,236.431998947635,2025-10-26,Miss,1,2,17,235.879998921417,0.5520000262179963,0.5520000262179963,0.0,0.22800001082899257,2.736225859577185
113,REX_20251026084543.txt,Rex,236.779998964164,2025-10-26,Hit,1,2,17,235.879998921417,0.9000000427469956,0.9000000427469956,0.0,0.9720000461669827,-0.6080501910189123
114,REX_20251026084543.txt,Rex,237.079998978414,2025-10-26,Miss (already hit),1,2,17,235.879998921417,1.2000000569969984,1.2000000569969984,0.0,0.9720000461669827,1.9254922715602956
115,REX_20251026084543.txt,Rex,237.403998993803,2025-10-26,Safe,1,2,17,235.879998921417,1.5240000723859737,1.5240000723859737,0.0,1.7160000815050012,-1.6214671760424504
116,REX_20251026084543.txt,Rex,237.775999011472,2025-10-26,Miss (already hit),1,2,17,235.879998921417,1.8960000900549971,1.8960000900549971,0.0,1.7160000815050012,1.5201254775475208
117,REX_20251026084543.txt,Rex,238.207999031991,2025-10-26,Hit,1,2,17,235.879998921417,2.3280001105739814,2.3280001105739814,0.0,2.4600001168429912,-1.1147586835265118
118,REX_20251026084543.txt,Rex,238.879999063909,2025-10-26,Safe,1,2,17,235.879998921417,3.0000001424919844,3.0000001424919844,0.0,3.204000152181976,-1.7228088745515215
119,REX_20251026084543.txt,Rex,239.251999081578,2025-10-26,Miss (already hit),1,2,17,235.879998921417,3.3720001601609795,3.3720001601609795,0.0,3.204000152181976,1.4111967000036354
120,REX_20251026084543.txt,Rex,239.935999114066,2025-10-26,Hit,1,2,17,235.879998921417,4.05600019264898,4.05600019264898,0.0,3.9520001877099844,0.8782947203523304
121,REX_20251026084543.txt,Rex,240.283999130595,2025-10-26,Miss,1,2,17,235.879998921417,4.40400020917798,4.40400020917798,0.0,4.6960002230479745,-2.465981330243767
122,REX_20251026084543.txt,Rex,240.691999149974,2025-10-26,Hit,1,2,17,235.879998921417,4.812000228556997,4.812000228556997,0.0,4.6960002230479745,1.0003834232933804
123,REX_20251026084543.txt,Rex,241.195999173913,2025-10-26,Hit,1,2,17,235.879998921417,5.316000252495996,5.316000252495996,0.0,5.424570402517343,-0.9363083895490257
124,REX_20251026084543.txt,Rex,249.183999028057,2025-10-26,Miss,1,2,18,248.715999005828,0.46800002222900616,0.46800002222900616,0.0,0.10000000475000093,3.1078120874221558
125,REX_20251026084543.txt,Rex,249.507999043446,2025-10-26,Hit,1,2,18,248.715999005828,0.7920000376180099,0.7920000376180099,0.0,0.844000040087991,-0.4391473601802456
126,REX_20251026084543.txt,Rex,249.855999059975,2025-10-26,Miss,1,2,18,248.715999005828,1.1400000541470092,1.1400000541470092,0.0,0.844000040087991,2.499761896403148
127,REX_20251026084543.txt,Rex,250.203999076504,2025-10-26,Hit,1,2,18,248.715999005828,1.4880000706760086,1.4880000706760086,0.0,1.5880000754260095,-0.8445141541930616
128,REX_20251026084543.txt,Rex,250.551999093033,2025-10-26,Miss (already hit),1,2,18,248.715999005828,1.836000087205008,1.836000087205008,0.0,1.5880000754260095,2.094395102390395
129,REX_20251026084543.txt,Rex,250.887999108993,2025-10-26,Hit,1,2,18,248.715999005828,2.1720001031650042,2.1720001031650042,0.0,2.3320001107639996,-1.3512226467004533
130,REX_20251026084543.txt,Rex,251.379999132361,2025-10-26,Miss,1,2,18,248.715999005828,2.6640001265330113,2.6640001265330113,0.0,2.3320001107639996,2.7887934785868547
131,REX_20251026084543.txt,Rex,251.71599914832,2025-10-26,Hit,1,2,18,248.715999005828,3.000000142492013,3.000000142492013,0.0,3.080000146292008,-0.6719984285771046
132,REX_20251026084543.txt,Rex,252.01599916257,2025-10-26,Miss (already hit),1,2,18,248.715999005828,3.3000001567420156,3.3000001567420156,0.0,3.080000146292008,1.8579311392248545
133,REX_20251026084543.txt,Rex,252.507999185938,2025-10-26,Hit,1,2,18,248.715999005828,3.7920001801099943,3.7920001801099943,0.0,3.824000181629998,-0.27024452934181886
134,REX_20251026084543.txt,Rex,253.119999215007,2025-10-26,Hit,1,2,18,248.715999005828,4.404000209179003,4.404000209179003,0.0,4.552570361100361,-1.2812681906859338
135,REX_20251026084543.txt,Rex,259.515999099705,2025-10-26,Miss,1,2,19,259.119999080896,0.39600001880904756,0.39600001880904756,0.0,0.676000032109016,-2.3646396317403746
136,REX_20251026084543.txt,Rex,259.755999111105,2025-10-26,Hit,1,2,19,259.119999080896,0.6360000302090043,0.6360000302090043,0.0,0.676000032109016,-0.33780566167733356
137,REX_20251026084543.txt,Rex,260.067999125924,2025-10-26,Miss,1,2,19,259.119999080896,0.9480000450280386,0.9480000450280386,0.0,0.676000032109016,2.2970784993969393
138,REX_20251026084543.txt,Rex,260.487999145873,2025-10-26,Hit,1,2,19,259.119999080896,1.368000064977025,1.368000064977025,0.0,1.4200000674470061,-0.4391473601802456
139,REX_20251026084543.txt,Rex,260.835999162402,2025-10-26,Miss,1,2,19,259.119999080896,1.7160000815060243,1.7160000815060243,0.0,1.4200000674470061,2.4863941857270992
140,REX_20251026084543.txt,Rex,261.231999181211,2025-10-26,Hit,1,2,19,259.119999080896,2.112000100315015,2.112000100315015,0.0,2.168000102975043,-0.47039890000421797
141,REX_20251026084543.txt,Rex,261.5559991966,2025-10-26,Miss,1,2,19,259.119999080896,2.4360001157040188,2.4360001157040188,0.0,2.168000102975043,2.263297933228822
142,REX_20251026084543.txt,Rex,261.915999213699,2025-10-26,Hit,1,2,19,259.119999080896,2.7960001328030444,2.7960001328030444,0.0,2.912000138313033,-0.9796364188638832
143,REX_20251026084543.txt,Rex,262.395999236498,2025-10-26,Miss,1,2,19,259.119999080896,3.2760001556020484,3.2760001556020484,0.0,2.912000138313033,3.074031521254519
144,REX_20251026084543.txt,Rex,262.671999249607,2025-10-26,Hit,1,2,19,259.119999080896,3.552000168711004,3.552000168711004,0.0,3.656000173651023,-0.8782947203609712
145,REX_20251026084543.txt,Rex,263.415999284945,2025-10-26,Hit,1,2,19,259.119999080896,4.296000204048994,4.296000204048994,0.0,4.384570353121358,-0.763828488987508
